run,step,condition,mean_belonging,std_belonging,mean_collective_reputation,support_requests,helping_rate,reciprocal_support_rate,repair_rate,delay_rate,refusal_rate,withdrawal_rate,volunteer_retention,collective_avoidance_rate,mean_reward_signal,mean_pain_signal,mean_delta_B,mean_help_probability,mean_helping_value,signal_extraction_consistency
0,27,payoff_only,0.5,0.0,0.5,17,0.1764705882352941,0.3176470588235294,0.0,0.4705882352941176,0.3529411764705882,0.0,1.0,0.0,0.0723529411764705,0.1852941176470588,0.0,0.2364033948403732,0.3325000000000001,
0,28,payoff_only,0.5,0.0,0.5,16,0.25,0.34375,0.0,0.3125,0.4375,0.0,1.0,0.0,0.1024999999999999,0.19921875,0.0,0.2364033948403731,0.3325000000000001,
0,29,payoff_only,0.5,0.0,0.5,17,0.3529411764705882,0.4411764705882353,0.0,0.2941176470588235,0.3529411764705882,0.0,1.0,0.0,0.1447058823529411,0.1654411764705882,0.0,0.2364033948403732,0.3325000000000001,
0,30,payoff_only,0.5,0.0,0.5,21,0.1904761904761904,0.3333333333333333,0.0,0.4761904761904761,0.3333333333333333,0.0,1.0,0.0,0.078095238095238,0.1785714285714285,0.0,0.2364033948403731,0.3325000000000002,
0,31,payoff_only,0.5,0.0,0.5,23,0.217391304347826,0.3999999999999999,0.0,0.6086956521739131,0.1739130434782608,0.0,1.0,0.0,0.0891304347826087,0.133695652173913,0.0,0.2364033948403731,0.3325000000000002,
0,32,payoff_only,0.5,0.0,0.5,16,0.1875,0.31875,0.0,0.4375,0.375,0.0,1.0,0.0,0.0768749999999999,0.18984375,0.0,0.2364033948403731,0.3325000000000001,
0,33,payoff_only,0.5,0.0,0.5,17,0.2941176470588235,0.3999999999999999,0.0,0.3529411764705882,0.3529411764705882,0.0,1.0,0.0,0.1205882352941176,0.1720588235294118,0.0,0.2364033948403732,0.3325000000000001,
0,34,payoff_only,0.5,0.0,0.5,17,0.1176470588235294,0.2058823529411764,0.0,0.2941176470588235,0.5882352941176471,0.0,1.0,0.0,0.048235294117647,0.2536764705882353,0.0,0.2364033948403732,0.3325000000000001,
0,35,payoff_only,0.5,0.0,0.5,20,0.0,0.18,0.0,0.6,0.4,0.0,1.0,0.0,0.0,0.2175,0.0,0.2364033948403731,0.3325000000000001,
0,36,payoff_only,0.5,0.0,0.5,15,0.3333333333333333,0.4533333333333333,0.0,0.4,0.2666666666666666,0.0,1.0,0.0,0.1366666666666666,0.145,0.0,0.2364033948403731,0.3325000000000001,
0,37,payoff_only,0.5,0.0,0.5,17,0.1176470588235294,0.2941176470588235,0.0,0.5882352941176471,0.2941176470588235,0.0,1.0,0.0,0.048235294117647,0.1764705882352941,0.0,0.2364033948403732,0.3325000000000001,
0,38,payoff_only,0.5,0.0,0.5,19,0.3684210526315789,0.4789473684210526,0.0,0.3684210526315789,0.2631578947368421,0.0,1.0,0.0,0.1510526315789473,0.1401315789473684,0.0,0.2364033948403731,0.3325000000000001,
0,39,payoff_only,0.5,0.0,0.5,21,0.3809523809523809,0.4952380952380952,0.0,0.3809523809523809,0.238095238095238,0.0,1.0,0.0,0.1561904761904761,0.1321428571428571,0.0,0.2364033948403731,0.3325000000000002,
0,40,payoff_only,0.5,0.0,0.5,23,0.217391304347826,0.3347826086956521,0.0,0.391304347826087,0.391304347826087,0.0,1.0,0.0,0.0891304347826087,0.1907608695652174,0.0,0.2364033948403731,0.3325000000000002,
0,41,payoff_only,0.5,0.0,0.5,21,0.2857142857142857,0.4,0.0,0.3809523809523809,0.3333333333333333,0.0,1.0,0.0,0.1171428571428571,0.1678571428571428,0.0,0.2364033948403731,0.3325000000000002,
0,42,payoff_only,0.5,0.0,0.5,14,0.1428571428571428,0.2714285714285714,0.0,0.4285714285714285,0.4285714285714285,0.0,1.0,0.0,0.0585714285714285,0.2089285714285714,0.0,0.2364033948403731,0.3325000000000001,
0,43,payoff_only,0.5,0.0,0.5,23,0.217391304347826,0.2826086956521739,0.0,0.217391304347826,0.5652173913043478,0.0,1.0,0.0,0.0891304347826087,0.2364130434782608,0.0,0.2364033948403731,0.3325000000000002,
0,44,payoff_only,0.5,0.0,0.5,21,0.3809523809523809,0.4952380952380952,0.0,0.3809523809523809,0.238095238095238,0.0,1.0,0.0,0.1561904761904762,0.1321428571428571,0.0,0.2364033948403731,0.3325000000000002,
0,45,payoff_only,0.5,0.0,0.5,19,0.2105263157894736,0.3210526315789473,0.0,0.3684210526315789,0.4210526315789473,0.0,1.0,0.0,0.0863157894736841,0.1993421052631579,0.0,0.2364033948403731,0.3325000000000001,
0,46,payoff_only,0.5,0.0,0.5,20,0.15,0.315,0.0,0.55,0.3,0.0,1.0,0.0,0.0614999999999999,0.174375,0.0,0.2364033948403731,0.3325000000000001,
0,47,payoff_only,0.5,0.0,0.5,19,0.2105263157894736,0.3368421052631579,0.0,0.4210526315789473,0.3684210526315789,0.0,1.0,0.0,0.0863157894736841,0.1855263157894737,0.0,0.2364033948403731,0.3325000000000001,
0,48,payoff_only,0.5,0.0,0.5,19,0.2105263157894736,0.2894736842105263,0.0,0.2631578947368421,0.5263157894736842,0.0,1.0,0.0,0.0863157894736841,0.2269736842105263,0.0,0.2364033948403731,0.3325000000000001,
0,49,payoff_only,0.5,0.0,0.5,21,0.238095238095238,0.3523809523809524,0.0,0.3809523809523809,0.3809523809523809,0.0,1.0,0.0,0.0976190476190476,0.1857142857142857,0.0,0.2364033948403731,0.3325000000000002,
1,0,payoff_only,0.5,0.0,0.5,23,0.2608695652173913,0.391304347826087,0.0,0.4347826086956521,0.3043478260869565,0.0,1.0,0.0,0.1069565217391304,0.1630434782608695,0.0,0.2364033948403731,0.3325000000000002,
1,1,payoff_only,0.5,0.0,0.5,20,0.15,0.255,0.0,0.35,0.5,0.0,1.0,0.0,0.0614999999999999,0.226875,0.0,0.2364033948403731,0.3325000000000001,
1,2,payoff_only,0.5,0.0,0.5,18,0.2777777777777778,0.3777777777777777,0.0,0.3333333333333333,0.3888888888888889,0.0,1.0,0.0,0.1138888888888888,0.1833333333333333,0.0,0.2364033948403731,0.3325000000000001,
1,3,payoff_only,0.5,0.0,0.5,20,0.25,0.4,0.0,0.5,0.25,0.0,1.0,0.0,0.1025,0.15,0.0,0.2364033948403731,0.3325000000000001,
1,4,payoff_only,0.5,0.0,0.5,20,0.45,0.525,0.0,0.25,0.3,0.0,1.0,0.0,0.1844999999999999,0.140625,0.0,0.2364033948403731,0.3325000000000001,
1,5,payoff_only,0.5,0.0,0.5,19,0.1578947368421052,0.3,0.0,0.4736842105263157,0.3684210526315789,0.0,1.0,0.0,0.0647368421052631,0.1914473684210526,0.0,0.2364033948403731,0.3325000000000001,
1,6,payoff_only,0.5,0.0,0.5,15,0.2,0.32,0.0,0.4,0.4,0.0,1.0,0.0,0.0819999999999999,0.1949999999999999,0.0,0.2364033948403731,0.3325000000000001,
1,7,payoff_only,0.5,0.0,0.5,19,0.3157894736842105,0.4263157894736842,0.0,0.3684210526315789,0.3157894736842105,0.0,1.0,0.0,0.1294736842105263,0.1598684210526315,0.0,0.2364033948403731,0.3325000000000001,
1,8,payoff_only,0.5,0.0,0.5,18,0.2777777777777778,0.3777777777777777,0.0,0.3333333333333333,0.3888888888888889,0.0,1.0,0.0,0.1138888888888888,0.1833333333333333,0.0,0.2364033948403731,0.3325000000000001,
1,9,payoff_only,0.5,0.0,0.5,21,0.1428571428571428,0.3,0.0,0.5238095238095238,0.3333333333333333,0.0,1.0,0.0,0.0585714285714285,0.1839285714285714,0.0,0.2364033948403731,0.3325000000000002,
1,10,payoff_only,0.5,0.0,0.5,19,0.3157894736842105,0.4105263157894737,0.0,0.3157894736842105,0.3684210526315789,0.0,1.0,0.0,0.1294736842105263,0.1736842105263158,0.0,0.2364033948403731,0.3325000000000001,
1,11,payoff_only,0.5,0.0,0.5,20,0.1,0.2799999999999999,0.0,0.6,0.3,0.0,1.0,0.0,0.0409999999999999,0.18,0.0,0.2364033948403731,0.3325000000000001,
1,12,payoff_only,0.5,0.0,0.5,20,0.3,0.42,0.0,0.4,0.3,0.0,1.0,0.0,0.123,0.1575,0.0,0.2364033948403731,0.3325000000000001,
1,13,payoff_only,0.5,0.0,0.5,19,0.2105263157894736,0.3526315789473684,0.0,0.4736842105263157,0.3157894736842105,0.0,1.0,0.0,0.0863157894736841,0.1717105263157894,0.0,0.2364033948403731,0.3325000000000001,
1,14,payoff_only,0.5,0.0,0.5,18,0.1666666666666666,0.25,0.0,0.2777777777777778,0.5555555555555556,0.0,1.0,0.0,0.0683333333333333,0.2395833333333333,0.0,0.2364033948403731,0.3325000000000001,
1,15,payoff_only,0.5,0.0,0.5,15,0.1333333333333333,0.2133333333333333,0.0,0.2666666666666666,0.6,0.0,1.0,0.0,0.0546666666666666,0.255,0.0,0.2364033948403731,0.3325000000000001,
1,16,payoff_only,0.5,0.0,0.5,18,0.2777777777777778,0.4277777777777777,0.0,0.5,0.2222222222222222,0.0,1.0,0.0,0.1138888888888888,0.1395833333333333,0.0,0.2364033948403731,0.3325000000000001,
1,17,payoff_only,0.5,0.0,0.5,22,0.3181818181818182,0.4272727272727273,0.0,0.3636363636363636,0.3181818181818182,0.0,1.0,0.0,0.1304545454545454,0.1602272727272727,0.0,0.2364033948403731,0.3325000000000002,
1,18,payoff_only,0.5,0.0,0.5,19,0.1578947368421052,0.2842105263157894,0.0,0.4210526315789473,0.4210526315789473,0.0,1.0,0.0,0.0647368421052631,0.2052631578947368,0.0,0.2364033948403731,0.3325000000000001,
1,19,payoff_only,0.5,0.0,0.5,18,0.2222222222222222,0.3055555555555556,0.0,0.2777777777777778,0.5,0.0,1.0,0.0,0.091111111111111,0.21875,0.0,0.2364033948403731,0.3325000000000001,
1,20,payoff_only,0.5,0.0,0.5,21,0.3333333333333333,0.4476190476190476,0.0,0.3809523809523809,0.2857142857142857,0.0,1.0,0.0,0.1366666666666666,0.15,0.0,0.2364033948403731,0.3325000000000002,
1,21,payoff_only,0.5,0.0,0.5,21,0.238095238095238,0.3095238095238095,0.0,0.238095238095238,0.5238095238095238,0.0,1.0,0.0,0.0976190476190476,0.2232142857142857,0.0,0.2364033948403731,0.3325000000000002,
1,22,payoff_only,0.5,0.0,0.5,21,0.3333333333333333,0.4619047619047619,0.0,0.4285714285714285,0.238095238095238,0.0,1.0,0.0,0.1366666666666666,0.1375,0.0,0.2364033948403731,0.3325000000000002,
1,23,payoff_only,0.5,0.0,0.5,20,0.3,0.4349999999999999,0.0,0.45,0.25,0.0,1.0,0.0,0.123,0.144375,0.0,0.2364033948403731,0.3325000000000001,
1,24,payoff_only,0.5,0.0,0.5,16,0.125,0.2375,0.0,0.375,0.5,0.0,1.0,0.0,0.0512499999999999,0.2296875,0.0,0.2364033948403731,0.3325000000000001,
1,25,payoff_only,0.5,0.0,0.5,19,0.3157894736842105,0.4105263157894737,0.0,0.3157894736842105,0.3684210526315789,0.0,1.0,0.0,0.1294736842105263,0.1736842105263158,0.0,0.2364033948403731,0.3325000000000001,
1,26,payoff_only,0.5,0.0,0.5,21,0.1904761904761904,0.2476190476190476,0.0,0.1904761904761904,0.6190476190476191,0.0,1.0,0.0,0.078095238095238,0.2535714285714285,0.0,0.2364033948403731,0.3325000000000002,
1,27,payoff_only,0.5,0.0,0.5,17,0.4117647058823529,0.5,0.0,0.2941176470588235,0.2941176470588235,0.0,1.0,0.0,0.1688235294117646,0.1433823529411764,0.0,0.2364033948403732,0.3325000000000001,
1,28,payoff_only,0.5,0.0,0.5,21,0.3809523809523809,0.4952380952380952,0.0,0.3809523809523809,0.238095238095238,0.0,1.0,0.0,0.1561904761904762,0.1321428571428571,0.0,0.2364033948403731,0.3325000000000002,
1,29,payoff_only,0.5,0.0,0.5,20,0.1,0.25,0.0,0.5,0.4,0.0,1.0,0.0,0.0409999999999999,0.20625,0.0,0.2364033948403731,0.3325000000000001,
1,30,payoff_only,0.5,0.0,0.5,22,0.1818181818181818,0.3318181818181818,0.0,0.5,0.3181818181818182,0.0,1.0,0.0,0.0745454545454545,0.1755681818181818,0.0,0.2364033948403731,0.3325000000000002,
1,31,payoff_only,0.5,0.0,0.5,16,0.1875,0.31875,0.0,0.4375,0.375,0.0,1.0,0.0,0.0768749999999999,0.18984375,0.0,0.2364033948403731,0.3325000000000001,
1,32,payoff_only,0.5,0.0,0.5,19,0.0526315789473684,0.1947368421052631,0.0,0.4736842105263157,0.4736842105263157,0.0,1.0,0.0,0.021578947368421,0.2309210526315789,0.0,0.2364033948403731,0.3325000000000001,
1,33,payoff_only,0.5,0.0,0.5,22,0.2727272727272727,0.4090909090909091,0.0,0.4545454545454545,0.2727272727272727,0.0,1.0,0.0,0.1118181818181818,0.1534090909090909,0.0,0.2364033948403731,0.3325000000000002,
1,34,payoff_only,0.5,0.0,0.5,18,0.2222222222222222,0.3722222222222222,0.0,0.5,0.2777777777777778,0.0,1.0,0.0,0.091111111111111,0.1604166666666666,0.0,0.2364033948403731,0.3325000000000001,
1,35,payoff_only,0.5,0.0,0.5,19,0.3684210526315789,0.4473684210526316,0.0,0.2631578947368421,0.3684210526315789,0.0,1.0,0.0,0.1510526315789473,0.1677631578947368,0.0,0.2364033948403731,0.3325000000000001,
1,36,payoff_only,0.5,0.0,0.5,22,0.3181818181818182,0.4681818181818182,0.0,0.5,0.1818181818181818,0.0,1.0,0.0,0.1304545454545454,0.1244318181818181,0.0,0.2364033948403731,0.3325000000000002,
1,37,payoff_only,0.5,0.0,0.5,19,0.2631578947368421,0.3578947368421052,0.0,0.3157894736842105,0.4210526315789473,0.0,1.0,0.0,0.1078947368421052,0.1934210526315789,0.0,0.2364033948403731,0.3325000000000001,
1,38,payoff_only,0.5,0.0,0.5,22,0.3181818181818182,0.4,0.0,0.2727272727272727,0.4090909090909091,0.0,1.0,0.0,0.1304545454545454,0.184090909090909,0.0,0.2364033948403731,0.3325000000000002,
1,39,payoff_only,0.5,0.0,0.5,19,0.2105263157894736,0.3052631578947368,0.0,0.3157894736842105,0.4736842105263157,0.0,1.0,0.0,0.0863157894736841,0.2131578947368421,0.0,0.2364033948403731,0.3325000000000001,
1,40,payoff_only,0.5,0.0,0.5,20,0.25,0.4,0.0,0.5,0.25,0.0,1.0,0.0,0.1025,0.15,0.0,0.2364033948403731,0.3325000000000001,
1,41,payoff_only,0.5,0.0,0.5,23,0.2608695652173913,0.417391304347826,0.0,0.5217391304347826,0.217391304347826,0.0,1.0,0.0,0.1069565217391304,0.1402173913043478,0.0,0.2364033948403731,0.3325000000000002,
1,42,payoff_only,0.5,0.0,0.5,17,0.2941176470588235,0.4352941176470588,0.0,0.4705882352941176,0.2352941176470588,0.0,1.0,0.0,0.1205882352941176,0.1411764705882353,0.0,0.2364033948403732,0.3325000000000001,
1,43,payoff_only,0.5,0.0,0.5,22,0.2727272727272727,0.3954545454545454,0.0,0.4090909090909091,0.3181818181818182,0.0,1.0,0.0,0.1118181818181818,0.165340909090909,0.0,0.2364033948403731,0.3325000000000002,
1,44,payoff_only,0.5,0.0,0.5,21,0.1904761904761904,0.2904761904761904,0.0,0.3333333333333333,0.4761904761904761,0.0,1.0,0.0,0.078095238095238,0.2160714285714286,0.0,0.2364033948403731,0.3325000000000002,
1,45,payoff_only,0.5,0.0,0.5,20,0.4,0.505,0.0,0.35,0.25,0.0,1.0,0.0,0.1639999999999999,0.133125,0.0,0.2364033948403731,0.3325000000000001,
1,46,payoff_only,0.5,0.0,0.5,22,0.1363636363636363,0.259090909090909,0.0,0.4090909090909091,0.4545454545454545,0.0,1.0,0.0,0.0559090909090909,0.2164772727272727,0.0,0.2364033948403731,0.3325000000000002,
1,47,payoff_only,0.5,0.0,0.5,18,0.3333333333333333,0.4499999999999999,0.0,0.3888888888888889,0.2777777777777778,0.0,1.0,0.0,0.1366666666666666,0.1479166666666666,0.0,0.2364033948403731,0.3325000000000001,
1,48,payoff_only,0.5,0.0,0.5,15,0.2,0.32,0.0,0.4,0.4,0.0,1.0,0.0,0.0819999999999999,0.1949999999999999,0.0,0.2364033948403731,0.3325000000000001,
1,49,payoff_only,0.5,0.0,0.5,16,0.0625,0.15625,0.0,0.3125,0.625,0.0,1.0,0.0,0.0256249999999999,0.26953125,0.0,0.2364033948403731,0.3325000000000001,
2,0,payoff_only,0.5,0.0,0.5,25,0.36,0.456,0.0,0.32,0.32,0.0,1.0,0.0,0.1475999999999999,0.156,0.0,0.2364033948403731,0.3325000000000001,
2,1,payoff_only,0.5,0.0,0.5,24,0.25,0.3999999999999999,0.0,0.5,0.25,0.0,1.0,0.0,0.1024999999999999,0.15,0.0,0.2364033948403731,0.3325000000000001,
2,2,payoff_only,0.5,0.0,0.5,19,0.4210526315789473,0.5,0.0,0.2631578947368421,0.3157894736842105,0.0,1.0,0.0,0.1726315789473683,0.1480263157894736,0.0,0.2364033948403731,0.3325000000000001,
2,3,payoff_only,0.5,0.0,0.5,14,0.2857142857142857,0.35,0.0,0.2142857142857142,0.5,0.0,1.0,0.0,0.1171428571428571,0.2116071428571428,0.0,0.2364033948403731,0.3325000000000001,
2,4,payoff_only,0.5,0.0,0.5,22,0.1818181818181818,0.3045454545454545,0.0,0.4090909090909091,0.4090909090909091,0.0,1.0,0.0,0.0745454545454545,0.1994318181818181,0.0,0.2364033948403731,0.3325000000000002,
2,5,payoff_only,0.5,0.0,0.5,20,0.25,0.325,0.0,0.25,0.5,0.0,1.0,0.0,0.1025,0.215625,0.0,0.2364033948403731,0.3325000000000001,
2,6,payoff_only,0.5,0.0,0.5,21,0.1904761904761904,0.319047619047619,0.0,0.4285714285714285,0.3809523809523809,0.0,1.0,0.0,0.078095238095238,0.1910714285714286,0.0,0.2364033948403731,0.3325000000000002,
2,7,payoff_only,0.5,0.0,0.5,26,0.0769230769230769,0.2153846153846153,0.0,0.4615384615384615,0.4615384615384615,0.0,1.0,0.0,0.0315384615384615,0.225,0.0,0.2364033948403731,0.3325000000000001,
2,8,payoff_only,0.5,0.0,0.5,16,0.0,0.2249999999999999,0.0,0.75,0.25,0.0,1.0,0.0,0.0,0.178125,0.0,0.2364033948403731,0.3325000000000001,
2,9,payoff_only,0.5,0.0,0.5,19,0.3157894736842105,0.4263157894736842,0.0,0.3684210526315789,0.3157894736842105,0.0,1.0,0.0,0.1294736842105263,0.1598684210526315,0.0,0.2364033948403731,0.3325000000000001,
2,10,payoff_only,0.5,0.0,0.5,21,0.1904761904761904,0.3619047619047619,0.0,0.5714285714285714,0.238095238095238,0.0,1.0,0.0,0.078095238095238,0.1535714285714285,0.0,0.2364033948403731,0.3325000000000002,
2,11,payoff_only,0.5,0.0,0.5,21,0.1904761904761904,0.2904761904761904,0.0,0.3333333333333333,0.4761904761904761,0.0,1.0,0.0,0.078095238095238,0.2160714285714285,0.0,0.2364033948403731,0.3325000000000002,
2,12,payoff_only,0.5,0.0,0.5,21,0.2857142857142857,0.3714285714285714,0.0,0.2857142857142857,0.4285714285714285,0.0,1.0,0.0,0.1171428571428571,0.1928571428571429,0.0,0.2364033948403731,0.3325000000000002,
2,13,payoff_only,0.5,0.0,0.5,22,0.2272727272727272,0.3090909090909091,0.0,0.2727272727272727,0.5,0.0,1.0,0.0,0.0931818181818181,0.2181818181818181,0.0,0.2364033948403731,0.3325000000000002,
2,14,payoff_only,0.5,0.0,0.5,19,0.2105263157894736,0.3684210526315789,0.0,0.5263157894736842,0.2631578947368421,0.0,1.0,0.0,0.0863157894736841,0.1578947368421052,0.0,0.2364033948403731,0.3325000000000001,
2,15,payoff_only,0.5,0.0,0.5,22,0.3636363636363636,0.4454545454545455,0.0,0.2727272727272727,0.3636363636363636,0.0,1.0,0.0,0.1490909090909091,0.1670454545454545,0.0,0.2364033948403731,0.3325000000000002,
2,16,payoff_only,0.5,0.0,0.5,18,0.3333333333333333,0.5,0.0,0.5555555555555556,0.1111111111111111,0.0,1.0,0.0,0.1366666666666666,0.1041666666666666,0.0,0.2364033948403731,0.3325000000000001,
2,17,payoff_only,0.5,0.0,0.5,19,0.2631578947368421,0.3894736842105263,0.0,0.4210526315789473,0.3157894736842105,0.0,1.0,0.0,0.1078947368421052,0.1657894736842105,0.0,0.2364033948403731,0.3325000000000001,
2,18,payoff_only,0.5,0.0,0.5,21,0.1428571428571428,0.2857142857142857,0.0,0.4761904761904761,0.3809523809523809,0.0,1.0,0.0,0.0585714285714285,0.1964285714285714,0.0,0.2364033948403731,0.3325000000000002,
2,19,payoff_only,0.5,0.0,0.5,17,0.4117647058823529,0.5529411764705883,0.0,0.4705882352941176,0.1176470588235294,0.0,1.0,0.0,0.1688235294117647,0.0970588235294117,0.0,0.2364033948403732,0.3325000000000001,
2,20,payoff_only,0.5,0.0,0.5,17,0.2941176470588235,0.4352941176470588,0.0,0.4705882352941176,0.2352941176470588,0.0,1.0,0.0,0.1205882352941176,0.1411764705882353,0.0,0.2364033948403732,0.3325000000000001,
2,21,payoff_only,0.5,0.0,0.5,19,0.2631578947368421,0.3263157894736842,0.0,0.2105263157894736,0.5263157894736842,0.0,1.0,0.0,0.1078947368421052,0.2210526315789474,0.0,0.2364033948403731,0.3325000000000001,
2,22,payoff_only,0.5,0.0,0.5,21,0.0476190476190476,0.1761904761904761,0.0,0.4285714285714285,0.5238095238095238,0.0,1.0,0.0,0.0195238095238095,0.2446428571428571,0.0,0.2364033948403731,0.3325000000000002,
