run,condition,final_mean_belonging,final_std_belonging,final_mean_collective_reputation,mean_helping_rate,mean_reciprocal_support_rate,mean_volunteer_retention,mean_withdrawal_rate,mean_collective_avoidance_rate,mean_signal_extraction_consistency,community_breakdown,parameter,value,seed
24,full_structured_model,0.6244152542980113,0.16684073087770918,0.3573110913384178,0.391824980160106,0.45756538266407965,1.0,0.0,0.6913610005405671,,0,lambda_b,0.05,20260745
25,full_structured_model,0.7484294525851575,0.17692971078495243,0.42806741636384854,0.5046926110193979,0.558288565695284,1.0,0.0,0.7201147186147187,,0,lambda_b,0.05,20260746
26,full_structured_model,0.7495954413684492,0.19274419851542346,0.42061999530722244,0.49327097036439477,0.5479465355840871,1.0,0.0,0.6406755195269127,,0,lambda_b,0.05,20260747
27,full_structured_model,0.71116315917742,0.1821987906547359,0.45218577523068665,0.46956675051864183,0.5286163916942352,1.0,0.0,0.7392447976859741,,0,lambda_b,0.05,20260748
28,full_structured_model,0.7325488941613905,0.17734775822586724,0.4141881733397911,0.48037058678995675,0.5376026753885301,1.0,0.0,0.7021153176888472,,0,lambda_b,0.05,20260749
29,full_structured_model,0.7242236988864807,0.18457459862172315,0.41121222639189325,0.48636628332730764,0.5417214469640927,1.0,0.0,0.6250940170940171,,0,lambda_b,0.05,20260750
0,full_structured_model,0.9530827735072056,0.09289680994858879,0.5472824392347653,0.6141508354723371,0.6695792545309532,1.0,0.0,0.7356666666666666,,0,lambda_b,0.12,20260721
1,full_structured_model,0.9809732622810342,0.04019907741393904,0.5544796669664734,0.6318917605080944,0.6812411950968886,1.0,0.0,0.857,,0,lambda_b,0.12,20260722
2,full_structured_model,0.9481981240065022,0.11316827697814176,0.5012034200673252,0.6101370692953414,0.6588697201883421,0.998,0.0,0.7900476190476191,,0,lambda_b,0.12,20260723
3,full_structured_model,0.9405731139636255,0.1590740296845477,0.526504590372226,0.5848694691685301,0.6348279066378443,0.99,0.0,0.6755952380952381,,0,lambda_b,0.12,20260724
4,full_structured_model,0.964216134793354,0.11408047783419202,0.5883823825343613,0.6610754674863721,0.7085804322658537,0.9833333333333334,0.0007407407407407407,0.7775238095238095,,0,lambda_b,0.12,20260725
5,full_structured_model,0.9245346373023259,0.13893878126175485,0.49572008480729607,0.5629627378529249,0.6133030883128777,0.996,0.0,0.7984994727494726,,0,lambda_b,0.12,20260726
6,full_structured_model,0.9678976311343379,0.13182276267633056,0.5573986720232814,0.6355161327136148,0.6846625194988221,0.9820000000000002,0.0,0.7657619047619048,,0,lambda_b,0.12,20260727
7,full_structured_model,0.9902768955120727,0.016930156599877462,0.6225725223448905,0.6930280147129,0.7414584904508533,1.0,0.0,0.0,,0,lambda_b,0.12,20260728
8,full_structured_model,0.965217262483632,0.10886796601993697,0.5683763419369523,0.6266465791414778,0.6749233862627871,0.9966666666666666,0.0,0.8343333333333334,,0,lambda_b,0.12,20260729
9,full_structured_model,0.9774366535875098,0.036969915084031454,0.5500222328946996,0.6205555598760678,0.666225199150931,1.0,0.0,0.7800656565656564,,0,lambda_b,0.12,20260730
10,full_structured_model,0.9647950405107594,0.054279952269944205,0.5571914235861252,0.6304801028932334,0.6743972944854768,1.0,0.0,0.7619523809523809,,0,lambda_b,0.12,20260731
11,full_structured_model,0.9909699203196058,0.020459093537647795,0.6087204567099007,0.6704301700589201,0.7154577400040771,1.0,0.0,0.7283333333333333,,0,lambda_b,0.12,20260732
12,full_structured_model,0.9877414240173145,0.025937264045412585,0.55402667639454,0.6757608622285567,0.7119712882199962,1.0,0.0,0.7643333333333334,,0,lambda_b,0.12,20260733
13,full_structured_model,0.984237659787251,0.024514275483031388,0.530059946307049,0.6531869509342169,0.6976212598161079,1.0,0.0,0.8376666666666667,,0,lambda_b,0.12,20260734
14,full_structured_model,0.9881373942891698,0.027850170735235373,0.6021485870270442,0.6689951224536053,0.7156691356097232,1.0,0.0,0.8483333333333333,,0,lambda_b,0.12,20260735
15,full_structured_model,0.8631880621112767,0.23130626712253943,0.4701215611228954,0.588179825446479,0.629139544192886,0.9960000000000001,0.0,0.7904069264069264,,0,lambda_b,0.12,20260736
16,full_structured_model,0.9736614421631048,0.05598428729364604,0.5626301202081815,0.6293488646933711,0.680150245521856,1.0,0.0,0.7976666666666666,,0,lambda_b,0.12,20260737
17,full_structured_model,0.9327585873171084,0.1215820928641583,0.5074449681497196,0.5959435100597841,0.6407757645227647,1.0,0.0,0.7687236652236652,,0,lambda_b,0.12,20260738
18,full_structured_model,0.9804880985528936,0.03315851442610585,0.5571226964700118,0.7093168158977421,0.7502538332755375,1.0,0.0,0.7733333333333334,,0,lambda_b,0.12,20260739
19,full_structured_model,0.9935707271927892,0.012978974106881501,0.5844611263166164,0.6767269048888633,0.7156731274763883,1.0,0.0,0.7524285714285713,,0,lambda_b,0.12,20260740
20,full_structured_model,0.915572189821619,0.18722163792509627,0.4802649809618984,0.5681801317681299,0.6119313202436382,0.9826666666666668,0.0008,0.7241561216561214,,0,lambda_b,0.12,20260741
21,full_structured_model,0.9268753366427551,0.12430467930724938,0.5391380539915713,0.6197890044142274,0.6674650975686859,0.998,0.0,0.7717619047619046,,0,lambda_b,0.12,20260742
22,full_structured_model,0.933261382107818,0.1494847512706247,0.528482574760761,0.5970588478462268,0.6450849814034331,1.0,0.0,0.6632936507936508,,0,lambda_b,0.12,20260743
23,full_structured_model,0.9675540428384664,0.08642373613592025,0.5756266692249347,0.6320514978806808,0.6737645658739629,1.0,0.0,0.7845714285714286,,0,lambda_b,0.12,20260744
24,full_structured_model,0.979364335352997,0.06749840983184631,0.5612702582827737,0.6239843169680104,0.6715801791328332,1.0,0.0,0.829095238095238,,0,lambda_b,0.12,20260745
25,full_structured_model,0.9769441757697394,0.048013317767182886,0.5254903595415065,0.6243841686327444,0.6682799689959661,1.0,0.0,0.8218968253968254,,0,lambda_b,0.12,20260746
26,full_structured_model,0.9609053013887157,0.0953279938931081,0.5461919525085384,0.6352293136107989,0.6787474282313047,1.0,0.0,0.7639999999999999,,0,lambda_b,0.12,20260747
27,full_structured_model,0.9000911461584591,0.16482102199713686,0.5395510165410411,0.5432157071322908,0.5915588495805456,1.0,0.0,0.6992164502164501,,0,lambda_b,0.12,20260748
28,full_structured_model,0.9912914642893568,0.019521992369479577,0.5666720858761376,0.6312979610151899,0.6745998260340358,1.0,0.0,0.7606666666666666,,0,lambda_b,0.12,20260749
29,full_structured_model,0.9680788190806614,0.09252150840424848,0.5301526287758686,0.6296776801923333,0.6801639302147449,1.0,0.0,0.8343571428571428,,0,lambda_b,0.12,20260750
0,full_structured_model,0.9786846618908406,0.0334281071378838,0.5933781744014681,0.683745252122582,0.7237283052204436,1.0,0.0,0.8666666666666666,,0,lambda_b,0.2,20260721
1,full_structured_model,0.974576278434807,0.04754758097277099,0.539709660933189,0.6822811098484735,0.726602346741463,1.0,0.0,0.767,,0,lambda_b,0.2,20260722
2,full_structured_model,0.9777221406554,0.039553357927521585,0.5895053009834058,0.6989178155662809,0.738969111740319,1.0,0.0,0.81,,0,lambda_b,0.2,20260723
3,full_structured_model,0.9714480409857028,0.08740283089920539,0.6071327344894039,0.6853788537416566,0.7245719728755191,0.9746666666666667,0.0016695652173913044,0.8396666666666667,,0,lambda_b,0.2,20260724
4,full_structured_model,0.9864913260092061,0.03040993531440101,0.592737869698555,0.7046530174138823,0.7446381867843113,0.9926666666666668,0.0,0.7033333333333333,,0,lambda_b,0.2,20260725
5,full_structured_model,0.903081046433879,0.22615531937605202,0.5835089490865566,0.632067316529559,0.6715466295347587,0.9573333333333334,0.006047886895712982,0.7412857142857143,,0,lambda_b,0.2,20260726
6,full_structured_model,0.9709638373443527,0.04652650287791334,0.5381620966478731,0.6482672710791901,0.6995716988711217,0.9913333333333334,0.0,0.7996666666666666,,0,lambda_b,0.2,20260727
7,full_structured_model,0.9761384306718855,0.047784777703639154,0.5746187048463206,0.7051910846746678,0.7501576369454854,1.0,0.0,0.63,,0,lambda_b,0.2,20260728
8,full_structured_model,0.9829243445008984,0.03412973168786916,0.5885505494890136,0.6732493926802892,0.7183576167297521,1.0,0.0,0.0,,0,lambda_b,0.2,20260729
9,full_structured_model,0.9841312849580539,0.037180950852536046,0.5914652957157839,0.6799547809048557,0.7233222654533901,1.0,0.0,0.7933333333333333,,0,lambda_b,0.2,20260730
10,full_structured_model,0.9644890884079221,0.09298316797255878,0.5770261255258349,0.6733604390321386,0.7177030333308846,0.9726666666666668,0.0007692307692307692,0.7850873015873016,,0,lambda_b,0.2,20260731
11,full_structured_model,0.985316132339895,0.03229113215735041,0.6255624800813355,0.7049941045183924,0.7442933396660533,1.0,0.0,0.62,,0,lambda_b,0.2,20260732
12,full_structured_model,0.9749596534752966,0.052436882181488655,0.6001706910408319,0.7007767843029897,0.7441549139374116,0.9840000000000001,0.0014074074074074071,0.5783333333333333,,0,lambda_b,0.2,20260733
13,full_structured_model,0.9833187645815757,0.03584177072021573,0.5594301128802552,0.6487322614126567,0.6953883931950751,0.9973333333333333,0.0,0.8319999999999999,,0,lambda_b,0.2,20260734
14,full_structured_model,0.984766594041218,0.03418485772654207,0.6104024381876966,0.7191874803650035,0.7568923085698077,1.0,0.0,0.59,,0,lambda_b,0.2,20260735
15,full_structured_model,0.9814991138765559,0.03968215636280682,0.5994508635743401,0.6740952737544507,0.7182997114427171,0.9933333333333334,0.0,0.8916666666666666,,0,lambda_b,0.2,20260736
16,full_structured_model,0.982715297962919,0.03516529321254431,0.5733365298263647,0.6716649417659913,0.7155695078986759,0.9893333333333334,0.0006666666666666666,0.8503809523809523,,0,lambda_b,0.2,20260737
17,full_structured_model,0.9965645971199453,0.010760299568107272,0.6130188330102615,0.7353489738838479,0.7686240418929406,1.0,0.0,0.7633333333333334,,0,lambda_b,0.2,20260738
18,full_structured_model,0.9625680306029054,0.06971833267807115,0.5558794325040161,0.6603459050694432,0.7017964675163252,1.0,0.0,0.8026666666666665,,0,lambda_b,0.2,20260739
19,full_structured_model,0.9663825400881083,0.09312521733483746,0.595395608057522,0.6687881846707144,0.7094744791505844,0.9886666666666667,0.0,0.8053333333333333,,0,lambda_b,0.2,20260740
20,full_structured_model,0.9824646023807797,0.03394691432761762,0.5801667583575233,0.6915633604749756,0.7353300537222407,0.992,0.0008333333333333333,0.36,,0,lambda_b,0.2,20260741
21,full_structured_model,0.9811741358254445,0.035704986709646704,0.5705775445365245,0.679384510576383,0.72231214910372,1.0,0.0,0.8133333333333332,,0,lambda_b,0.2,20260742
22,full_structured_model,0.9799012329077178,0.03835324684113416,0.5743950803786375,0.6696782279607578,0.7191097626609226,1.0,0.0,0.84,,0,lambda_b,0.2,20260743
23,full_structured_model,0.9742369213298223,0.04492420674117932,0.5814071397660924,0.6694731377582558,0.7112342396388313,1.0,0.0,0.8583333333333333,,0,lambda_b,0.2,20260744
24,full_structured_model,0.9683984331383897,0.04992503202713415,0.5489785853789803,0.6659696097364005,0.7055671048671398,0.9933333333333334,0.0009090909090909091,0.8476666666666666,,0,lambda_b,0.2,20260745
25,full_structured_model,0.9877480790974359,0.028501027900659098,0.566454100219604,0.6807825188290351,0.7207849743668251,0.9966666666666667,0.0,0.7236666666666668,,0,lambda_b,0.2,20260746
26,full_structured_model,0.9650749405642112,0.06535837606398025,0.5220684904762475,0.6219070704806131,0.6684869432444231,0.9926666666666668,0.0,0.7841904761904762,,0,lambda_b,0.2,20260747
27,full_structured_model,0.9704332860623439,0.05393866531767565,0.5893967212963367,0.6875012843047721,0.7342985896786725,1.0,0.0,0.8233333333333333,,0,lambda_b,0.2,20260748
28,full_structured_model,0.9634361638926757,0.04497929754085988,0.5322045532429429,0.68290118595089,0.7306324762726569,1.0,0.0,0.76,,0,lambda_b,0.2,20260749
29,full_structured_model,0.9669438680888681,0.05493923457774568,0.5896097956414699,0.7003614580056543,0.7409124427677557,0.9926666666666667,0.0,0.7833333333333333,,0,lambda_b,0.2,20260750
0,full_structured_model,0.9820047630416567,0.028632512704000315,0.5,0.64919915580495,0.6984536005853608,1.0,0.0,0.0,,0,omega,0.0,20260721
1,full_structured_model,0.9593048360590049,0.08966277484043793,0.5,0.6237440294003451,0.6712791828976566,0.9966666666666666,0.0,0.0,,0,omega,0.0,20260722
2,full_structured_model,0.953277086148409,0.12706829208117976,0.5,0.584941932364079,0.6293465499080498,1.0,0.0,0.0,,0,omega,0.0,20260723
3,full_structured_model,0.9571520140720196,0.06205987920746792,0.5,0.6344227678315111,0.6767721432783409,1.0,0.0,0.0,,0,omega,0.0,20260724
4,full_structured_model,0.9870785984222236,0.02969799094579149,0.5,0.6315776092153462,0.6772739574355952,1.0,0.0,0.0,,0,omega,0.0,20260725
5,full_structured_model,0.9854963366777869,0.03150522300709367,0.5,0.6153851409739957,0.6664979064479393,0.9960000000000001,0.0,0.0,,0,omega,0.0,20260726
6,full_structured_model,0.9806100066100333,0.025258868270931226,0.5,0.6232915858986048,0.6736725409992481,1.0,0.0,0.0,,0,omega,0.0,20260727
7,full_structured_model,0.9851007139099818,0.03601628705215113,0.5,0.6575756048410472,0.710572211107511,1.0,0.0,0.0,,0,omega,0.0,20260728
8,full_structured_model,0.9746062268578497,0.04825591221192423,0.5,0.5991089989194897,0.6460121084407584,1.0,0.0,0.0,,0,omega,0.0,20260729
9,full_structured_model,0.9305669314665067,0.1478588281689608,0.5,0.6137041736824618,0.6629557269137268,1.0,0.0,0.0,,0,omega,0.0,20260730
10,full_structured_model,0.9449867494163312,0.11107797717227619,0.5,0.6220903107921307,0.6672374967410077,1.0,0.0,0.0,,0,omega,0.0,20260731
11,full_structured_model,0.9877213168747631,0.02124472719901246,0.5,0.6610381515725369,0.707576006749224,1.0,0.0,0.0,,0,omega,0.0,20260732
12,full_structured_model,0.9409094157362978,0.13166556542768867,0.5,0.5773854174188136,0.6252308074855901,0.9986666666666667,0.0,0.0,,0,omega,0.0,20260733
13,full_structured_model,0.9579569313681476,0.11778540867819771,0.5,0.6451265297030508,0.6897099860151518,1.0,0.0,0.0,,0,omega,0.0,20260734
14,full_structured_model,0.9737441054102296,0.05770542196623483,0.5,0.6206930144472245,0.6687589320515511,1.0,0.0,0.0,,0,omega,0.0,20260735
15,full_structured_model,0.9832848341240338,0.026426263365588832,0.5,0.6346819008171805,0.6804285728303862,1.0,0.0,0.0,,0,omega,0.0,20260736
16,full_structured_model,0.9817960940802035,0.035530167117030546,0.5,0.6597494469837483,0.7020265512527399,1.0,0.0,0.0,,0,omega,0.0,20260737
17,full_structured_model,0.9940563364448856,0.017626632025823496,0.5,0.6816264008701434,0.7179344702858447,1.0,0.0,0.0,,0,omega,0.0,20260738
18,full_structured_model,0.9522644801269067,0.10936552085412747,0.5,0.6384076840319951,0.6834507761765718,1.0,0.0,0.0,,0,omega,0.0,20260739
19,full_structured_model,0.9679825705188309,0.07738400706029756,0.5,0.5875883327907891,0.6403238225355016,1.0,0.0,0.0,,0,omega,0.0,20260740
20,full_structured_model,0.9456437050379197,0.13268900627296587,0.5,0.6138765270322991,0.6561580560796304,1.0,0.0,0.0,,0,omega,0.0,20260741
21,full_structured_model,0.8734102698631463,0.2005521220230454,0.5,0.5418513223729431,0.5964577374341613,0.9953333333333333,0.0,0.0,,0,omega,0.0,20260742
22,full_structured_model,0.8639085846330719,0.20126305169861575,0.5,0.5354613283075763,0.584292463792553,1.0,0.0,0.0,,0,omega,0.0,20260743
23,full_structured_model,0.9791207816006163,0.05016827643794042,0.5,0.6224155723348296,0.6681178026707442,0.9893333333333334,0.0,0.0,,0,omega,0.0,20260744
24,full_structured_model,0.9790885450489394,0.054314388227766866,0.5,0.6416700281204146,0.6861398967530523,1.0,0.0,0.0,,0,omega,0.0,20260745
25,full_structured_model,0.9909607255771097,0.017956601381898377,0.5,0.639362773964675,0.6850660688544157,1.0,0.0,0.0,,0,omega,0.0,20260746
26,full_structured_model,0.9578819303469149,0.11221500850792447,0.5,0.5816456920942413,0.6311165846778608,1.0,0.0,0.0,,0,omega,0.0,20260747
27,full_structured_model,0.9900905525128338,0.017711940154568402,0.5,0.6373275675924471,0.6789921423515763,1.0,0.0,0.0,,0,omega,0.0,20260748
28,full_structured_model,0.9560065864143504,0.09483490862889868,0.5,0.5958024656079575,0.6461674010733445,1.0,0.0,0.0,,0,omega,0.0,20260749
29,full_structured_model,0.9764994787117441,0.052392434964543426,0.5,0.5958773431277341,0.6471053213816118,1.0,0.0,0.0,,0,omega,0.0,20260750
0,full_structured_model,0.9736349639134599,0.06675685762844345,0.6007112662786026,0.6071037677306275,0.6563218988975773,0.9980000000000001,0.0,0.0,,0,omega,0.25,20260721
1,full_structured_model,0.9824836580985895,0.026764448166500542,0.634006590123312,0.6697605260928783,0.7155691544686323,1.0,0.0,0.0,,0,omega,0.25,20260722
2,full_structured_model,0.9687975564170546,0.07470723354707114,0.5792280342323706,0.6110289254711523,0.6566235190849519,1.0,0.0,0.0,,0,omega,0.25,20260723
3,full_structured_model,0.98486903794673,0.04954654954001124,0.58962821126797,0.6535630676359665,0.6957099147673361,1.0,0.0,0.0,,0,omega,0.25,20260724
4,full_structured_model,0.9834138337979313,0.04333863222373287,0.5751026953656039,0.6242780211084118,0.6748766297333268,1.0,0.0,0.0,,0,omega,0.25,20260725
5,full_structured_model,0.754171134853268,0.2966972840806057,0.5201920645334436,0.5305220608579337,0.5797456630026371,0.9486666666666665,0.003661471861471861,0.46482539682539686,,0,omega,0.25,20260726
6,full_structured_model,0.9772455186314652,0.07368134115307363,0.603484685748256,0.6392647754047202,0.6848304378300003,1.0,0.0,0.0,,0,omega,0.25,20260727
7,full_structured_model,0.9898197544844632,0.021655622393922436,0.6573581123909968,0.676876974197439,0.7292609786279577,1.0,0.0,0.0,,0,omega,0.25,20260728
8,full_structured_model,0.9921856402152358,0.015412681289421448,0.6328741626561475,0.6852448301150147,0.7341927290631695,1.0,0.0,0.0,,0,omega,0.25,20260729
9,full_structured_model,0.975732148861363,0.07381947976223047,0.5958018665897559,0.5993406485432214,0.6554035316080444,1.0,0.0,0.0,,0,omega,0.25,20260730
10,full_structured_model,0.9804012191062347,0.058162544339613674,0.6299587233965757,0.6754893293807774,0.7202067250389819,1.0,0.0,0.0,,0,omega,0.25,20260731
11,full_structured_model,0.9787173329509355,0.031235827603777595,0.585443506316443,0.6371260365496666,0.6846239150124656,1.0,0.0,0.0,,0,omega,0.25,20260732
12,full_structured_model,0.9908519879308008,0.017261935164296492,0.6340775774223872,0.6997593178986874,0.7405116507038343,1.0,0.0,0.0,,0,omega,0.25,20260733
13,full_structured_model,0.9629468355238481,0.1396404682798827,0.5994739409870784,0.6241416133042662,0.6680333391967576,0.9960000000000001,0.0,0.4,,0,omega,0.25,20260734
14,full_structured_model,0.8803941860155714,0.2785763639766346,0.5952062416044098,0.6584907004318313,0.6990652442990732,0.9753333333333333,0.0030484330484330485,0.40471428571428575,,0,omega,0.25,20260735
15,full_structured_model,0.8458238804800279,0.24191330378036174,0.5237827724801799,0.5413137070355001,0.5950181336712175,0.9853333333333333,0.0022814814814814816,0.6076666666666667,,0,omega,0.25,20260736
16,full_structured_model,0.9848313383029184,0.023275976022393376,0.6116493245619431,0.6705920044007679,0.7112388370169052,1.0,0.0,0.0,,0,omega,0.25,20260737
17,full_structured_model,0.9438515533767262,0.1469627241387342,0.5681823495744233,0.5885039575996334,0.6371679330536082,1.0,0.0,0.46,,0,omega,0.25,20260738
18,full_structured_model,0.9901771608027663,0.01919361017421788,0.6246943374097701,0.702762063145973,0.7492908663419066,1.0,0.0,0.0,,0,omega,0.25,20260739
19,full_structured_model,0.8972687841319987,0.20003343322356276,0.5477528902106357,0.5632231621648569,0.6160032060148314,0.9886666666666667,0.0008333333333333333,0.595,,0,omega,0.25,20260740
20,full_structured_model,0.9854506984615505,0.02416765976311023,0.6102946332144893,0.6418414823477907,0.684284967261191,1.0,0.0,0.0,,0,omega,0.25,20260741
21,full_structured_model,0.9420752678805687,0.09358697070626268,0.5544350774700537,0.6038601319303718,0.6507141662485441,1.0,0.0,0.22333333333333333,,0,omega,0.25,20260742
22,full_structured_model,0.9859350875314276,0.03602687441264386,0.6017028406756779,0.6469170048048271,0.6901108114031347,1.0,0.0,0.0,,0,omega,0.25,20260743
23,full_structured_model,0.9793351795620219,0.0955925530410265,0.6096299575901191,0.6420179461651915,0.689802144513573,1.0,0.0,0.0,,0,omega,0.25,20260744
24,full_structured_model,0.990547732291104,0.014915130344022039,0.6281913464401234,0.6689659279505489,0.7138522343083852,1.0,0.0,0.0,,0,omega,0.25,20260745
25,full_structured_model,0.9795131509941827,0.04913237590604022,0.6220029642403985,0.6278593064772975,0.6783757829044186,1.0,0.0,0.0,,0,omega,0.25,20260746
26,full_structured_model,0.9394632109006518,0.1588010581359073,0.6038486532409074,0.6073666338937749,0.6566858219119781,0.9866666666666667,0.0,0.535,,0,omega,0.25,20260747
27,full_structured_model,0.9676116678861953,0.060173075593775854,0.583711163962235,0.6339141715471518,0.67720786634716,1.0,0.0,0.0,,0,omega,0.25,20260748
28,full_structured_model,0.9664688302348707,0.06048532735799963,0.5730874245702883,0.611454694703748,0.6561770566925611,1.0,0.0,0.0,,0,omega,0.25,20260749
29,full_structured_model,0.9694715112358838,0.04956649561382955,0.5906025636775778,0.6482144629958839,0.6963613041026657,1.0,0.0,0.0,,0,omega,0.25,20260750
0,full_structured_model,0.9530827735072056,0.09289680994858879,0.5472824392347653,0.6141508354723371,0.6695792545309532,1.0,0.0,0.7356666666666666,,0,omega,0.6,20260721
1,full_structured_model,0.9809732622810342,0.04019907741393904,0.5544796669664734,0.6318917605080944,0.6812411950968886,1.0,0.0,0.857,,0,omega,0.6,20260722
2,full_structured_model,0.9481981240065022,0.11316827697814176,0.5012034200673252,0.6101370692953414,0.6588697201883421,0.998,0.0,0.7900476190476191,,0,omega,0.6,20260723
3,full_structured_model,0.9405731139636255,0.1590740296845477,0.526504590372226,0.5848694691685301,0.6348279066378443,0.99,0.0,0.6755952380952381,,0,omega,0.6,20260724
4,full_structured_model,0.964216134793354,0.11408047783419202,0.5883823825343613,0.6610754674863721,0.7085804322658537,0.9833333333333334,0.0007407407407407407,0.7775238095238095,,0,omega,0.6,20260725
5,full_structured_model,0.9245346373023259,0.13893878126175485,0.49572008480729607,0.5629627378529249,0.6133030883128777,0.996,0.0,0.7984994727494726,,0,omega,0.6,20260726
6,full_structured_model,0.9678976311343379,0.13182276267633056,0.5573986720232814,0.6355161327136148,0.6846625194988221,0.9820000000000002,0.0,0.7657619047619048,,0,omega,0.6,20260727
7,full_structured_model,0.9902768955120727,0.016930156599877462,0.6225725223448905,0.6930280147129,0.7414584904508533,1.0,0.0,0.0,,0,omega,0.6,20260728
8,full_structured_model,0.965217262483632,0.10886796601993697,0.5683763419369523,0.6266465791414778,0.6749233862627871,0.9966666666666666,0.0,0.8343333333333334,,0,omega,0.6,20260729
9,full_structured_model,0.9774366535875098,0.036969915084031454,0.5500222328946996,0.6205555598760678,0.666225199150931,1.0,0.0,0.7800656565656564,,0,omega,0.6,20260730
10,full_structured_model,0.9647950405107594,0.054279952269944205,0.5571914235861252,0.6304801028932334,0.6743972944854768,1.0,0.0,0.7619523809523809,,0,omega,0.6,20260731
11,full_structured_model,0.9909699203196058,0.020459093537647795,0.6087204567099007,0.6704301700589201,0.7154577400040771,1.0,0.0,0.7283333333333333,,0,omega,0.6,20260732
12,full_structured_model,0.9877414240173145,0.025937264045412585,0.55402667639454,0.6757608622285567,0.7119712882199962,1.0,0.0,0.7643333333333334,,0,omega,0.6,20260733
13,full_structured_model,0.984237659787251,0.024514275483031388,0.530059946307049,0.6531869509342169,0.6976212598161079,1.0,0.0,0.8376666666666667,,0,omega,0.6,20260734
14,full_structured_model,0.9881373942891698,0.027850170735235373,0.6021485870270442,0.6689951224536053,0.7156691356097232,1.0,0.0,0.8483333333333333,,0,omega,0.6,20260735
15,full_structured_model,0.8631880621112767,0.23130626712253943,0.4701215611228954,0.588179825446479,0.629139544192886,0.9960000000000001,0.0,0.7904069264069264,,0,omega,0.6,20260736
16,full_structured_model,0.9736614421631048,0.05598428729364604,0.5626301202081815,0.6293488646933711,0.680150245521856,1.0,0.0,0.7976666666666666,,0,omega,0.6,20260737
17,full_structured_model,0.9327585873171084,0.1215820928641583,0.5074449681497196,0.5959435100597841,0.6407757645227647,1.0,0.0,0.7687236652236652,,0,omega,0.6,20260738
18,full_structured_model,0.9804880985528936,0.03315851442610585,0.5571226964700118,0.7093168158977421,0.7502538332755375,1.0,0.0,0.7733333333333334,,0,omega,0.6,20260739
19,full_structured_model,0.9935707271927892,0.012978974106881501,0.5844611263166164,0.6767269048888633,0.7156731274763883,1.0,0.0,0.7524285714285713,,0,omega,0.6,20260740
20,full_structured_model,0.915572189821619,0.18722163792509627,0.4802649809618984,0.5681801317681299,0.6119313202436382,0.9826666666666668,0.0008,0.7241561216561214,,0,omega,0.6,20260741
21,full_structured_model,0.9268753366427551,0.12430467930724938,0.5391380539915713,0.6197890044142274,0.6674650975686859,0.998,0.0,0.7717619047619046,,0,omega,0.6,20260742
22,full_structured_model,0.933261382107818,0.1494847512706247,0.528482574760761,0.5970588478462268,0.6450849814034331,1.0,0.0,0.6632936507936508,,0,omega,0.6,20260743
23,full_structured_model,0.9675540428384664,0.08642373613592025,0.5756266692249347,0.6320514978806808,0.6737645658739629,1.0,0.0,0.7845714285714286,,0,omega,0.6,20260744
24,full_structured_model,0.979364335352997,0.06749840983184631,0.5612702582827737,0.6239843169680104,0.6715801791328332,1.0,0.0,0.829095238095238,,0,omega,0.6,20260745
25,full_structured_model,0.9769441757697394,0.048013317767182886,0.5254903595415065,0.6243841686327444,0.6682799689959661,1.0,0.0,0.8218968253968254,,0,omega,0.6,20260746
26,full_structured_model,0.9609053013887157,0.0953279938931081,0.5461919525085384,0.6352293136107989,0.6787474282313047,1.0,0.0,0.7639999999999999,,0,omega,0.6,20260747
27,full_structured_model,0.9000911461584591,0.16482102199713686,0.5395510165410411,0.5432157071322908,0.5915588495805456,1.0,0.0,0.6992164502164501,,0,omega,0.6,20260748
28,full_structured_model,0.9912914642893568,0.019521992369479577,0.5666720858761376,0.6312979610151899,0.6745998260340358,1.0,0.0,0.7606666666666666,,0,omega,0.6,20260749
29,full_structured_model,0.9680788190806614,0.09252150840424848,0.5301526287758686,0.6296776801923333,0.6801639302147449,1.0,0.0,0.8343571428571428,,0,omega,0.6,20260750
0,full_structured_model,0.8979029117639007,0.18036627724614426,0.4541734642604806,0.5450857824836757,0.5966247432601358,0.9986666666666667,0.0,0.7905784606690179,,0,omega,1.0,20260721
1,full_structured_model,0.8272974457845116,0.25051358867840096,0.3987592660095275,0.5702030480452678,0.6218573750626439,0.9846666666666667,0.0,0.7666785436785436,,0,omega,1.0,20260722
2,full_structured_model,0.9383325641441221,0.118229700151378,0.40372257024167857,0.5903054594772494,0.6378486641881679,0.9993333333333334,0.0,0.8066757457368914,,0,omega,1.0,20260723
3,full_structured_model,0.9782736861212175,0.04487607345780302,0.5167318810712058,0.6576870642380779,0.6958478218055246,1.0,0.0,0.8183492063492064,,0,omega,1.0,20260724
4,full_structured_model,0.9716449525561159,0.09437567089526641,0.5216991903446232,0.6578410021054257,0.705900742084411,0.9993333333333334,0.0,0.811499888999889,,0,omega,1.0,20260725
5,full_structured_model,0.8321639552895183,0.29218003851035174,0.44663969448362756,0.5444648761696816,0.5904502450647073,0.9566666666666667,0.002575757575757576,0.7729237320127413,,0,omega,1.0,20260726
6,full_structured_model,0.8603754882185427,0.25829943768508595,0.39611623478839764,0.5686505188726013,0.6125465899144503,0.9646666666666667,0.0017523809523809525,0.7732234262125902,,0,omega,1.0,20260727
7,full_structured_model,0.9714056564855881,0.07299649600769648,0.527739786118149,0.6573726313943705,0.7046975703526305,1.0,0.0,0.8756269841269841,,0,omega,1.0,20260728
